filename,width,height,class,xmin,ymin,xmax,ymax
V_AIRPLANE_04444_262_png.rf.00c3e1682ecadabe0da0fa3f0f744628.jpg,640,640,AirPlane,354,187,451,302
V_DRONE_013123_168_png.rf.00a08491f46934c88bae97231726beba.jpg,640,640,Drone,478,165,553,227
V_HELICOPTER_017241_219_png.rf.00c3e9a61047852ab2fa70a167280652.jpg,640,640,Helicopter,362,395,386,424
V_AIRPLANE_05959_127_png.rf.00c439cfd719a55083a931c9dc70782f.jpg,640,640,AirPlane,232,147,262,180
V_DRONE_110220_136_png.rf.00a6d69b3828788a7f258ba25550b3d9.jpg,640,640,Drone,251,307,288,347
V_DRONE_057167_204_png.rf.00ca63412a702d2f037fdc02068396fe.jpg,640,640,Drone,343,219,376,256
V_HELICOPTER_056280_062_png.rf.00d2039e18fd42ca8026b44d73939e52.jpg,640,640,Helicopter,188,187,428,384
V_AIRPLANE_02727_096_png.rf.00d2eeddf6e2d02a71ce0fcef21c398b.jpg,640,640,AirPlane,301,381,390,459

V_DRONE_014124_302_png.rf.00d95108f0c7f5eecf5c6a3e5f92726d.jpg,640,640,Drone,425,394,477,428
V_DRONE_090200_260_png.rf.00db0ca04f56f40a1e1453582369c41d.jpg,640,640,Drone,354,218,419,275
V_HELICOPTER_025249_284_png.rf.00daa138c49dce55f3ccd6a3476a074e.jpg,640,640,Helicopter,341,240,404,328
V_AIRPLANE_02323_299_png.rf.00db888bc99bc983abbb10e607994bfa.jpg,640,640,AirPlane,337,259,383,338
V_HELICOPTER_053277_221_png.rf.00dee95b2f0e2d7b8d08e8e733a91afc.jpg,640,640,Helicopter,228,248,332,388
V_DRONE_030140_102_png.rf.00e22473cb8e43dabd2e2f38669a9a66.jpg,640,640,Drone,399,380,428,408
V_AIRPLANE_04848_142_png.rf.00e1cb8bd423b8eb1293d0976de95dbd.jpg,640,640,AirPlane,237,312,329,431
V_HELICOPTER_034258_138_png.rf.00ea76a06991afe2148e7a95c34e1d91.jpg,640,640,Helicopter,309,228,391,320
V_DRONE_087197_218_png.rf.00ee3bac705a30df99de4187282a7f80.jpg,640,640,Drone,403,87,456,144
V_AIRPLANE_03333_026_png.rf.00f3833159432857e859d3bff419f77d.jpg,640,640,AirPlane,310,211,332,242
V_HELICOPTER_055279_039_png.rf.00f3c2955448d0794d0e6d5c32811b5d.jpg,640,640,Helicopter,300,233,331,257

V_HELICOPTER_029253_073_png.rf.010b1800d390540c11376f9ba68a2b7a.jpg,640,640,Helicopter,259,213,349,325
V_HELICOPTER_001225_173_png.rf.011a16db42306059d36ddf9ea8e10b72.jpg,640,640,Helicopter,300,197,473,373
V_DRONE_001111_285_png.rf.0105155582ee102eef341640887d564e.jpg,640,640,Drone,329,231,383,269

V_DRONE_076186_067_png.rf.0123b605830d3a80476ba4c40bf19b66.jpg,640,640,Drone,243,224,281,262
V_DRONE_024134_063_png.rf.012517b05622c7aa02fdd6f448174155.jpg,640,640,Drone,305,154,344,185
V_DRONE_051161_241_png.rf.012ea99fc95753644da26164e0763651.jpg,640,640,Drone,353,321,380,349
V_DRONE_075185_010_png.rf.01327ba5c1109455cdef83e8fbe5a46e.jpg,640,640,Drone,183,88,226,122
V_AIRPLANE_03232_131_png.rf.0132f26d5427971fed46c82c59fac923.jpg,640,640,AirPlane,363,140,390,169
V_HELICOPTER_008232_242_png.rf.014b48927ba9af9b8a18fb2f6500df15.jpg,640,640,Helicopter,399,334,425,367
V_AIRPLANE_02323_264_png.rf.014a22541913bc955f6958fe799b95f0.jpg,640,640,AirPlane,331,271,376,349
V_DRONE_044154_046_png.rf.016e473a739fd94e253631e74a7f98ef.jpg,640,640,Drone,257,330,304,369
V_AIRPLANE_04545_135_png.rf.018d601aa1870a1926e3e34cbce7ecaf.jpg,640,640,AirPlane,337,120,368,166
V_DRONE_086196_072_png.rf.0190c104d5870f27a06931453056f5f5.jpg,640,640,Drone,449,323,498,371
V_HELICOPTER_029253_260_png.rf.0191420128eab2e195686da5a3dc4640.jpg,640,640,Helicopter,305,240,359,308

V_HELICOPTER_060284_135_png.rf.0194b2d0da0597325d3df35e0e5df93d.jpg,640,640,Helicopter,373,247,399,283
V_DRONE_112222_178_png.rf.019c0cb48b58aa723784d774b683f2f4.jpg,640,640,Drone,266,434,284,457
V_DRONE_079189_282_png.rf.019cc3ac277895b7f37ccd583218477e.jpg,640,640,Drone,151,193,190,236
V_DRONE_058168_225_png.rf.01afccd93fa72e71086d6bc515d1418f.jpg,640,640,Drone,498,168,525,193

V_AIRPLANE_05656_313_png.rf.01b0e1e515755399801e1432d1587448.jpg,640,640,AirPlane,468,101,492,127
V_HELICOPTER_019243_219_png.rf.01b6205d48772a7665c6e83d816a5844.jpg,640,640,Helicopter,150,138,278,341
V_AIRPLANE_04747_228_png.rf.0169ad9ffa34e957817a9e536536f76b.jpg,640,640,AirPlane,98,127,393,413
V_DRONE_004114_059_png.rf.01bd5cb98ed77da9abe422f9cd6051d1.jpg,640,640,Drone,391,332,421,361
V_HELICOPTER_010234_073_png.rf.01e1db2a6b6be25bb8cddaf17e5b9ad4.jpg,640,640,Helicopter,297,326,315,354
V_HELICOPTER_044268_252_png.rf.01e933257378bd0c123a3882499a9a3b.jpg,640,640,Helicopter,276,204,471,377
V_DRONE_023133_243_png.rf.01e962428fe7b17353337e087856f1e1.jpg,640,640,Drone,401,173,457,219
V_AIRPLANE_05050_297_png.rf.0208c9f36325ebd10aee94463c400911.jpg,640,640,AirPlane,204,295,259,329
V_AIRPLANE_0099_258_png.rf.020a3232186ed42e5814011401c95579.jpg,640,640,AirPlane,315,437,359,485
V_DRONE_045155_304_png.rf.01f7001099c92b741c39bee6ad8a037f.jpg,640,640,Drone,39,278,76,319

V_DRONE_011121_184_png.rf.020f825a898e58e0c36e7c3eb4f2fd0e.jpg,640,640,Drone,285,313,316,344
V_HELICOPTER_021245_236_png.rf.0239c7fc926148fa17e9be1b45c42102.jpg,640,640,Helicopter,181,257,384,502
V_DRONE_086196_117_png.rf.023bbf23fda1dd148b2a8dbe69e0ad89.jpg,640,640,Drone,479,220,527,267

V_AIRPLANE_02222_245_png.rf.024ab68f925d3a89515b585a29274f72.jpg,640,640,AirPlane,454,301,475,321


V_AIRPLANE_0088_096_png.rf.024b271ef1c7d102a98ae57fe0eeb4b9.jpg,640,640,AirPlane,323,98,356,127
V_DRONE_064174_029_png.rf.0262ade16ea74c77050d3ad43e43d058.jpg,640,640,Drone,260,29,303,69

V_DRONE_051161_057_png.rf.026cfad249d0f15717d045788173af6d.jpg,640,640,Drone,459,286,491,314
V_DRONE_016126_267_png.rf.026ef77cd586faf8b9f0ea48669aaf81.jpg,640,640,Drone,411,183,449,217
V_DRONE_034144_196_png.rf.0271b4573e515bf5e2807862325710a3.jpg,640,640,Drone,382,306,419,347

V_HELICOPTER_026250_102_png.rf.0276e4d0f1a0d27e8ed998998d6410b7.jpg,640,640,Helicopter,335,246,419,356
V_DRONE_033143_042_png.rf.0274ec41e23c0dae0d24c387b27be78c.jpg,640,640,Drone,340,269,380,299
V_HELICOPTER_032256_111_png.rf.027d21b0c321e5def60bd87f707c345a.jpg,640,640,Helicopter,280,203,471,347

V_DRONE_089199_204_png.rf.02949a8c75e30a725770f5c43604a00a.jpg,640,640,Drone,479,323,508,355
V_AIRPLANE_02323_203_png.rf.02912501cbde907c42baf31ae67bff6a.jpg,640,640,AirPlane,322,293,363,369
V_AIRPLANE_01313_088_png.rf.0295c62d77a2c79e651ca0328b27cb78.jpg,640,640,AirPlane,318,357,359,395

V_HELICOPTER_028252_225_png.rf.029b6eebcc25b61575d162e1dcbd72e3.jpg,640,640,Helicopter,233,203,346,329
V_AIRPLANE_03838_120_png.rf.0298e18e1ea72824311eaf8011cac4bf.jpg,640,640,AirPlane,208,264,382,397
V_DRONE_091201_279_png.rf.029b7d43e535a0b1c65555d68ec859e4.jpg,640,640,Drone,405,133,465,198

V_HELICOPTER_022246_048_png.rf.02a84c3f6ea4af9e3c457afd712b4116.jpg,640,640,Helicopter,176,195,406,482
V_AIRPLANE_04242_260_png.rf.02a4bb097a510fc31609df770e817ef7.jpg,640,640,AirPlane,226,111,371,281
V_DRONE_004114_268_png.rf.02ab5551c4de33df75870f7e4248dbd6.jpg,640,640,Drone,342,150,366,172
V_AIRPLANE_01515_157_png.rf.02b402ed7b6aada8c80a79944246a34c.jpg,640,640,AirPlane,234,336,255,356
V_DRONE_066176_024_png.rf.02b4eafdd80a8ca9eff4b05a10b6eb81.jpg,640,640,Drone,238,173,272,208
V_AIRPLANE_05656_243_png.rf.02ab7df61f89b5723d2d3ae33dc32c82.jpg,640,640,AirPlane,437,137,461,162
V_DRONE_074184_253_png.rf.02b66b576e2b1e5860489182aae18c4b.jpg,640,640,Drone,266,118,315,167
V_HELICOPTER_046270_112_png.rf.02b6c1861e99e1497df2aae7e0d74734.jpg,640,640,Helicopter,354,314,395,356
V_DRONE_096206_089_png.rf.02bb2b2360624ff947975c516efe7291.jpg,640,640,Drone,236,402,292,440
V_AIRPLANE_03131_053_png.rf.02c0036e3b37e5791cab446ea0f21e06.jpg,640,640,AirPlane,508,186,528,212

V_AIRPLANE_02222_145_png.rf.02cc6faf3e8f184ff7f09635dc09fd3e.jpg,640,640,AirPlane,424,316,441,337
V_HELICOPTER_037261_303_png.rf.02dd591edba028e1c562103924ff7dda.jpg,640,640,Helicopter,219,225,407,527
V_HELICOPTER_056280_299_png.rf.02f653976209bec1d39d3c2aa93ca627.jpg,640,640,Helicopter,310,255,481,435

V_DRONE_085195_214_png.rf.02fd6e4dc45209dcc37b96fab5a165a4.jpg,640,640,Drone,425,8,461,27
V_DRONE_027137_045_png.rf.0302a5b5ac3ae625f29f3cdbcb7aa401.jpg,640,640,Drone,258,202,307,239

V_HELICOPTER_004228_107_png.rf.030ddebef25359306981617e1a71a255.jpg,640,640,Helicopter,311,367,346,412
V_AIRPLANE_03737_210_png.rf.0302dedcc96b4380c77bf9bbae747470.jpg,640,640,AirPlane,272,248,302,283

V_DRONE_001111_270_png.rf.0311cc65bd35bd6f07d910a50e7ddaf9.jpg,640,640,Drone,347,297,404,339
V_HELICOPTER_043267_123_png.rf.031ef36926b37bbc7b203fe0c1607320.jpg,640,640,Helicopter,244,227,294,269

V_DRONE_046156_036_png.rf.032ab5328ed47a51483d22199e7bda1a.jpg,640,640,Drone,267,379,306,413

V_AIRPLANE_01313_001_png.rf.033f88b370628892354bb1cf91407187.jpg,640,640,AirPlane,294,358,335,397

V_DRONE_063173_300_png.rf.0344d0f531f98d564b44fb9ff38746cf.jpg,640,640,Drone,294,8,324,32

V_AIRPLANE_04242_200_png.rf.035d6fd2822535717a296eb7332fe9db.jpg,640,640,AirPlane,212,116,359,316
V_DRONE_017127_188_png.rf.0349f9b2abee5781eefe2f3514cd9f14.jpg,640,640,Drone,294,208,339,239
V_DRONE_037147_255_png.rf.0357ade6eb7fe72687615f7dbe0ccfb8.jpg,640,640,Drone,411,334,444,362
V_DRONE_075185_007_png.rf.035faa4a8b308cc30fdec4336a93afa7.jpg,640,640,Drone,184,87,226,121
V_DRONE_028138_116_png.rf.036210a9fa512376680c0d69c34f2e9b.jpg,640,640,Drone,372,280,411,316
V_DRONE_045155_024_png.rf.036cb6bcf383e7a30cd201f9032240d8.jpg,640,640,Drone,211,321,250,350
V_HELICOPTER_025249_157_png.rf.0374d51f7e982769f3bd84f44bd2d06f.jpg,640,640,Helicopter,326,195,378,270

V_DRONE_070180_209_png.rf.03819a3047894534bd43d5f600815bc4.jpg,640,640,Drone,238,275,267,305

V_DRONE_057167_283_png.rf.0392f786abaca3e5ecc0aca9de23a872.jpg,640,640,Drone,302,265,327,293
V_AIRPLANE_02424_069_png.rf.0390a247add87540e7097644c2b5cadc.jpg,640,640,AirPlane,205,327,260,392
V_DRONE_090200_117_png.rf.03943642a78a2d78a389349832046974.jpg,640,640,Drone,486,107,552,165
V_DRONE_077187_143_png.rf.0399c430bbaca683b0b3afba10cb2b62.jpg,640,640,Drone,253,205,293,237
V_DRONE_049159_212_png.rf.039971b54ad611282ae38fad2613337f.jpg,640,640,Drone,360,218,397,253
V_HELICOPTER_044268_237_png.rf.03a2d133c8827c7dccefa5d8c33e49ee.jpg,640,640,Helicopter,268,201,458,369

V_DRONE_061171_099_png.rf.03ac75460eb4d82056cf6c7c87bb2c8c.jpg,640,640,Drone,383,373,417,404
V_DRONE_074184_049_png.rf.03af1af9c7b3c91d3af6a3dbb199ea34.jpg,640,640,Drone,270,239,319,290
V_DRONE_044154_061_png.rf.03b0537c4b9e0499057491a49c36d650.jpg,640,640,Drone,232,302,279,341


V_HELICOPTER_047271_062_png.rf.03b32b0e93333bb7d0e637d4ae0abef3.jpg,640,640,Helicopter,325,272,407,342
V_AIRPLANE_05151_232_png.rf.03caaab05cbf8a5af3aad8af1bf0170e.jpg,640,640,AirPlane,296,313,326,337

V_HELICOPTER_011235_309_png.rf.03ef937c9d5558a708c2a25bde9cb770.jpg,640,640,Helicopter,404,441,447,486
V_AIRPLANE_02727_245_png.rf.03efafca5b2b0c2f8236fc739bc6c374.jpg,640,640,AirPlane,377,433,466,513
V_DRONE_012122_058_png.rf.03f498e5f85da852f28f3468cb872cb0.jpg,640,640,Drone,430,140,463,171

V_AIRPLANE_03636_264_png.rf.03d0a0c3dab21106d2e981eb8b0d6836.jpg,640,640,AirPlane,402,100,429,124
V_AIRPLANE_04343_293_png.rf.03ffee44d29ab34f83c26c87cab396b8.jpg,640,640,AirPlane,317,256,398,318

V_DRONE_079189_006_png.rf.041ec34ed521aa383d66328813a10c19.jpg,640,640,Drone,287,360,331,396
V_DRONE_057167_113_png.rf.040af2765a40a29c705c10714e1fef6d.jpg,640,640,Drone,305,350,343,392
V_DRONE_077187_266_png.rf.042402ce0d786675e7e2dd5d5984f358.jpg,640,640,Drone,278,88,319,122

V_DRONE_056166_203_png.rf.042f2711e6b671f2c645406e1a1e3029.jpg,640,640,Drone,416,333,448,367
V_DRONE_016126_276_png.rf.043b96c2aaf869fa562f4a3d94a69256.jpg,640,640,Drone,422,137,460,171
V_AIRPLANE_0022_261_png.rf.044112fe5cab9af862b48624b732a54d.jpg,640,640,AirPlane,14,345,143,466
V_DRONE_079189_002_png.rf.044b6449dffdac2bb6fa5f6b82577752.jpg,640,640,Drone,288,374,333,411
V_AIRPLANE_04646_135_png.rf.045325500c2edeb2c9cd79ef3695a4c8.jpg,640,640,AirPlane,353,220,477,401
V_DRONE_033143_126_png.rf.0461a1fd0b9105eaab1c90752ab97c71.jpg,640,640,Drone,479,336,517,365
V_DRONE_003113_080_png.rf.045ac15b027a2f7d335f20e8cb9775c6.jpg,640,640,Drone,369,294,404,327
V_DRONE_033143_031_png.rf.04562a079f6ab423f4cbd04803bed6a6.jpg,640,640,Drone,363,295,402,325
V_AIRPLANE_04444_204_png.rf.046e4b2448ebc63e70a105349d2a9df4.jpg,640,640,AirPlane,333,205,425,311


V_HELICOPTER_006230_252_png.rf.046e7602cbee149db4d447ac6ecc9a79.jpg,640,640,Helicopter,404,358,435,399
V_AIRPLANE_0099_108_png.rf.04773965e9ca62686bbac9f449a2ddcb.jpg,640,640,AirPlane,312,440,353,478
V_AIRPLANE_01212_215_png.rf.047b7022059bd56f3356516ad544c576.jpg,640,640,AirPlane,430,426,496,470
V_AIRPLANE_04141_243_png.rf.04855cb354a3729f2b7eb3f0425b6173.jpg,640,640,AirPlane,216,285,435,411
V_AIRPLANE_05555_040_png.rf.0485d91ce3de772db0221a39afe963dc.jpg,640,640,AirPlane,197,377,223,408

V_HELICOPTER_051275_151_png.rf.0491c65b21cd9b497111068fc6c8d6a2.jpg,640,640,Helicopter,306,233,383,321
V_HELICOPTER_059283_199_png.rf.049c3c7b4e571c5647dc5f93bfb93dbf.jpg,640,640,Helicopter,409,276,432,312
V_AIRPLANE_03434_099_png.rf.04a6f6354121e150f4a6358ed314a8bc.jpg,640,640,AirPlane,464,325,486,351
V_AIRPLANE_0099_075_png.rf.04a7b2ced3e0399967c9b68f6d2b741a.jpg,640,640,AirPlane,313,441,349,479
V_DRONE_093203_288_png.rf.04b1a4ef3371243c48af778a3cd4c715.jpg,640,640,Drone,438,169,474,200

V_HELICOPTER_005229_116_png.rf.04c2f577d11287a955c21747a9a69ba8.jpg,640,640,Helicopter,333,373,363,407
V_DRONE_061171_032_png.rf.04c82e5df5db9cede3147773ee7b7f0c.jpg,640,640,Drone,380,243,413,273
V_DRONE_009119_130_png.rf.04d211775e7f3c1f5361317768497854.jpg,640,640,Drone,279,245,313,277
V_DRONE_084194_017_png.rf.04c52891a8a8e1aeb5b4c8cbd42484d5.jpg,640,640,Drone,397,110,431,145
V_AIRPLANE_04949_092_png.rf.04e2e13f0cde67361070805eb221b96a.jpg,640,640,AirPlane,344,280,380,309


V_AIRPLANE_03131_237_png.rf.0535b6b39bbdf43fbd59af384a8b783a.jpg,640,640,AirPlane,267,371,295,401
V_DRONE_042152_153_png.rf.05103cb524684b7342e6776b148bbb09.jpg,640,640,Drone,311,340,343,370
V_HELICOPTER_015239_099_png.rf.0545d76bd8dba40f121ed7e812d80c48.jpg,640,640,Helicopter,279,469,301,494

V_HELICOPTER_009233_029_png.rf.05419e8fe5bf0a971009d7d4dcc24fbc.jpg,640,640,Helicopter,242,256,262,287
V_HELICOPTER_041265_286_png.rf.0549fd22f86f4cd529dbe71e450c09c8.jpg,640,640,Helicopter,200,241,318,333

V_HELICOPTER_005229_185_png.rf.054dcd0d1d2c71e277704d1394a6705a.jpg,640,640,Helicopter,344,372,366,398
V_DRONE_073183_168_png.rf.0561a619f62cd04354be1682b00dc310.jpg,640,640,Drone,240,497,263,515
V_DRONE_014124_014_png.rf.054feb0c674620a4066904edee2b860b.jpg,640,640,Drone,176,407,230,441
V_HELICOPTER_038262_034_png.rf.05657c5eb8fffae8a586c2b789de63d1.jpg,640,640,Helicopter,322,251,387,315
V_HELICOPTER_038262_034_png.rf.05657c5eb8fffae8a586c2b789de63d1.jpg,640,640,Helicopter,172,425,247,496
V_DRONE_063173_024_png.rf.056c7237b1649d5454c03989bbf1421a.jpg,640,640,Drone,261,175,292,199

V_AIRPLANE_02020_040_png.rf.0569004180ccdf160d5f0d85380fa8c1.jpg,640,640,AirPlane,228,224,263,262
V_HELICOPTER_004228_154_png.rf.056c9fe7cb7781c68f4ae619d7494f6c.jpg,640,640,Helicopter,310,370,355,429
V_HELICOPTER_033257_006_png.rf.058af4d347780c8b35cd1d89c46359c0.jpg,640,640,Helicopter,476,281,511,319

V_DRONE_018128_225_png.rf.058c57e5dd5f9a2c2f5813719d6ba9cd.jpg,640,640,Drone,512,436,545,462
V_HELICOPTER_042266_257_png.rf.058d8366669f437d6bfd562063659b46.jpg,640,640,Helicopter,204,185,421,394
V_HELICOPTER_012236_084_png.rf.059039d727d806191f50b1dbcd9a481b.jpg,640,640,Helicopter,472,434,531,488
V_DRONE_041151_206_png.rf.0592f9595f904e085c547ac0998ffbf2.jpg,640,640,Drone,288,350,318,385
V_DRONE_009119_013_png.rf.059961ac6110196df2e600983d425cc4.jpg,640,640,Drone,398,329,419,349

V_AIRPLANE_0011_175_png.rf.05a634973ff07647a6ba0bdb3e48ed05.jpg,640,640,AirPlane,332,236,368,266
V_AIRPLANE_03333_184_png.rf.059dbbd8c050cd548850379a597ce551.jpg,640,640,AirPlane,378,259,401,288
V_DRONE_028138_196_png.rf.05b9cebdd5dad51a6f4009f33c6c212c.jpg,640,640,Drone,361,311,396,342
V_AIRPLANE_02626_110_png.rf.05bd52c416eb94e636af4a773396dc6e.jpg,640,640,AirPlane,316,296,401,342
V_DRONE_040150_210_png.rf.05c315a4d6594ebeb2b3555f37569305.jpg,640,640,Drone,316,346,385,405
V_AIRPLANE_04848_115_png.rf.05c08be64392ed4e93100957424dc34b.jpg,640,640,AirPlane,244,274,338,394
V_DRONE_110220_123_png.rf.05c34a8dcbbf1f74f90af114d6ff877f.jpg,640,640,Drone,253,307,290,349
V_AIRPLANE_0077_199_png.rf.05ca1936b463caf672f9b24dc16d6281.jpg,640,640,AirPlane,125,214,158,254
V_DRONE_095205_082_png.rf.05cd6675686f0c20b6f55b51f778dbb3.jpg,640,640,Drone,445,275,475,306
V_AIRPLANE_02626_096_png.rf.05ece291419fc19fd3dda0fb94b64e96.jpg,640,640,AirPlane,307,297,392,343
V_DRONE_027137_118_png.rf.05db15b1f4372ec6b3dfa78079d1dfe9.jpg,640,640,Drone,303,287,350,323
V_AIRPLANE_03030_275_png.rf.05f3e4824d39e9f65a0428b57a2a0e4f.jpg,640,640,AirPlane,355,294,435,355
V_AIRPLANE_05151_183_png.rf.05feeb292c3fc2d9904803255103773d.jpg,640,640,AirPlane,307,315,333,335
V_DRONE_047157_251_png.rf.05fb1486861238110ae76af010f5f338.jpg,640,640,Drone,389,403,407,418
V_AIRPLANE_0011_309_png.rf.0601d148cb1d5deb718f547f47b2220d.jpg,640,640,AirPlane,274,220,312,251

V_HELICOPTER_037261_132_png.rf.060dae800edf1103a7e3b456c21368ca.jpg,640,640,Helicopter,292,248,418,416

V_AIRPLANE_02222_294_png.rf.06153aabc0ef57f6b888760d767ace10.jpg,640,640,AirPlane,469,293,490,318
V_DRONE_042152_113_png.rf.06194f5909d0fadce79b3945f5e961cc.jpg,640,640,Drone,297,287,330,318

V_DRONE_080190_179_png.rf.06268ddc0eac4bb9ea6b11b2abb1a3ef.jpg,640,640,Drone,169,189,250,244
V_DRONE_049159_289_png.rf.061efec349d77b0fc1cb0deac5111eda.jpg,640,640,Drone,345,271,382,305
V_DRONE_091201_083_png.rf.0628ab3402f7c77a1ac99d507da99fac.jpg,640,640,Drone,339,246,398,306

V_DRONE_058168_156_png.rf.063a6e86410919b89ddc6045fa8bd4de.jpg,640,640,Drone,278,161,306,185
V_HELICOPTER_054278_053_png.rf.0646487b9e8a9cdbef96a54125326fb4.jpg,640,640,Helicopter,176,307,306,423
V_AIRPLANE_01313_184_png.rf.0640fb9f1c1be9b7683c270b17a2acd2.jpg,640,640,AirPlane,381,356,423,395
V_HELICOPTER_048272_072_png.rf.06487947ffd6638fd21cd4bb3377d4cd.jpg,640,640,Helicopter,239,246,354,341
V_HELICOPTER_052276_006_png.rf.065193df34889b5525f918cc0124548c.jpg,640,640,Helicopter,246,284,281,323
V_DRONE_076186_046_png.rf.06550424e0525eba8914ba1bac67d812.jpg,640,640,Drone,251,224,290,263



V_HELICOPTER_030254_087_png.rf.066a9c6e2d6a1b3bd90836af81dad32a.jpg,640,640,Helicopter,233,238,353,348
V_HELICOPTER_027251_078_png.rf.06821b441607fc64766f4cd1e71e60b0.jpg,640,640,Helicopter,96,190,273,388
V_DRONE_111221_049_png.rf.067ba66e3f7751f45c2d2a1f3dad454b.jpg,640,640,Drone,359,472,381,498
V_AIRPLANE_0033_138_png.rf.0690a950b7256328856095c35bc4d422.jpg,640,640,AirPlane,219,303,294,349
V_DRONE_018128_285_png.rf.065f118cdf39314e58b3d3d429b9c312.jpg,640,640,Drone,461,371,494,397
V_HELICOPTER_012236_231_png.rf.0691e1550fb9f61708568cbb67b1fd04.jpg,640,640,Helicopter,385,443,448,504
V_DRONE_015125_054_png.rf.0694f6e73a38b56d3624c84431095b69.jpg,640,640,Drone,382,313,421,351
V_DRONE_088198_251_png.rf.0698031f9c6451e14f45c48647f17473.jpg,640,640,Drone,467,220,505,260
V_HELICOPTER_015239_001_png.rf.06994560b78b834ada3558f793c47f37.jpg,640,640,Helicopter,301,455,321,483
V_HELICOPTER_006230_232_png.rf.069b391b9c72858b20cb68f8bab16535.jpg,640,640,Helicopter,401,356,432,398



V_HELICOPTER_023247_138_png.rf.06bb5d8fd2ac04136f0e484f6263c09c.jpg,640,640,Helicopter,209,198,329,351
V_AIRPLANE_01717_003_png.rf.06a679ea4e8f4cf6cb9e279dec9eac32.jpg,640,640,AirPlane,281,398,310,423
V_DRONE_026136_261_png.rf.06d9c8e58026611c7dfc8ade1abca114.jpg,640,640,Drone,327,428,356,452

V_DRONE_035145_177_png.rf.06df91e69d4979b289405e273114e50b.jpg,640,640,Drone,361,245,397,284
V_DRONE_025135_168_png.rf.06de839cd9828ea68ce035d58b28bce2.jpg,640,640,Drone,530,248,580,286
V_DRONE_111221_122_png.rf.06f49019be6f8e4e00692269805a0301.jpg,640,640,Drone,299,504,320,529
V_DRONE_005115_171_png.rf.06f9980f9bc3e0ad0e4dd4cde7f02ae0.jpg,640,640,Drone,273,184,318,219

V_AIRPLANE_04848_209_png.rf.0707e0453f0f0aa6e4f2dd02ede8170d.jpg,640,640,AirPlane,293,253,361,353
V_DRONE_087197_278_png.rf.070bcb65384604328560dc46ee3acd69.jpg,640,640,Drone,456,199,509,256
